Point ID,Date/Time,Max,Min
parameter_0,2018-08-07 10:36:22,37.88692552754527,33.77013643310341
parameter_1,2018-08-07 10:36:50,71.23419157331841,62.35966156970163
parameter_2,2018-08-07 10:37:00,53.92383272874085,50.947358482665074
parameter_3,2018-08-07 10:34:32,78.17205143559055,85.2156675982021
parameter_4,2018-08-07 10:34:43,70.02041345860556,68.7453068500696
parameter_5,2018-08-07 10:34:55,72.30507104395927,71.33321078988115
parameter_6,2018-08-07 10:37:16,75.4961782622694,85.81928315488045
parameter_7,2018-08-07 10:35:12,77.17457836160851,77.07831593323257
parameter_8,2018-08-07 10:37:26,82.06296042124679,78.47075624201746
parameter_9,2018-08-07 10:37:38,73.69799358451398,76.60414160263238
parameter_10,2018-08-07 10:37:52,67.0230036618839,71.3942415939898
parameter_11,2018-08-07 10:35:23,86.14923607226608,81.55467711321332
parameter_12,2018-08-07 10:35:33,85.45460749185553,74.00405124319386
parameter_13,2018-08-07 10:35:44,82.31425273961696,78.90760038721376
parameter_14,2018-08-07 10:38:08,68.04896157818106,72.3633515458449
parameter_15,2018-08-07 10:35:55,77.8434581139179,77.51537301639715
parameter_16,2018-08-07 10:38:21,52.755651041059,54.17096433359236
parameter_17,2018-08-07 10:38:41,46.30924972725479,42.63746553593789
parameter_18,2018-08-07 10:39:38,65.89914405587832,61.000583797669606
parameter_19,2018-08-07 10:36:10,57.107373244114825,55.1592675101392
