Point ID,Date/Time,Max,Min
parameter_0,2018-01-31 14:16:47,65.89557821976756,67.86428732183074
parameter_1,2018-01-31 14:21:42,63.89084793811602,63.90648218915796
parameter_2,2018-01-31 14:23:36,75.67471238717813,75.18476163337803
parameter_3,2018-01-31 14:12:51,44.11346583599227,45.99076388858831
parameter_4,2018-01-31 14:13:08,30.462805050166203,24.985991573319836
parameter_5,2018-01-31 14:13:23,40.35936508822656,40.20516698470404
parameter_6,2018-01-31 14:19:28,61.29371941414873,65.83002873373437
parameter_7,2018-01-31 14:13:44,64.88400977399135,62.487727521946205
parameter_8,2018-01-31 14:19:38,71.60263713985321,71.4357908403159
parameter_9,2018-01-31 14:19:49,54.42061007849274,55.18507403656831
parameter_10,2018-01-31 14:20:06,46.28920146595658,40.43001831445176
parameter_11,2018-01-31 14:14:00,62.90346158540829,66.91018638843995
parameter_12,2018-01-31 14:14:11,64.45843327106442,66.12249633997094
parameter_13,2018-01-31 14:14:27,45.00354216547203,43.59746635383744
parameter_14,2018-01-31 14:20:26,71.99947481546161,69.97055339559547
parameter_15,2018-01-31 14:14:41,58.90855513598116,63.82732601103434
parameter_16,2018-01-31 14:20:40,51.97028119687244,46.04289008358896
parameter_17,2018-01-31 14:20:51,66.78899637844385,66.12330280254493
parameter_18,2018-01-31 14:24:02,71.86214028677081,68.50979087595299
parameter_19,2018-01-31 14:14:54,47.65140066774595,46.170392009879386
