Point ID,Date/Time,Max,Min
parameter_0,2018-10-29 14:27:05,59.52971073146621,63.96015242178373
parameter_1,2018-10-29 14:27:16,67.98962374179683,67.20302263508627
parameter_2,2018-10-29 14:27:35,76.14793165261977,69.09905469191781
parameter_3,2018-10-29 14:25:23,62.78469286321217,63.59254511194031
parameter_4,2018-10-29 14:25:35,34.54515709780324,32.79729969988694
parameter_5,2018-10-29 14:25:45,44.277606320132776,45.440625173574865
parameter_6,2018-10-29 14:27:53,47.54669871519868,47.310012612146494
parameter_7,2018-10-29 14:26:01,55.98385270168786,46.620263852273006
parameter_8,2018-10-29 14:28:02,37.53388702788552,41.15643210895153
parameter_9,2018-10-29 14:28:12,51.751959853771545,51.78630445271086
parameter_10,2018-10-29 14:28:22,44.71761852569539,48.24409090465101
parameter_11,2018-10-29 14:26:14,67.27109444008433,62.243159528425295
parameter_12,2018-10-29 14:26:26,46.29075408700855,40.342585625465105
parameter_13,2018-10-29 14:26:35,52.78145617924734,55.63611755030907
parameter_14,2018-10-29 14:28:34,71.98207305802086,72.95942275141088
parameter_15,2018-10-29 14:26:45,61.075841917471756,59.79423619671017
parameter_16,2018-10-29 14:28:42,49.35215738907,51.995168102593205
parameter_17,2018-10-29 14:28:49,48.39293789061016,51.766569948435986
parameter_18,2018-10-29 14:28:59,45.94447246898935,44.32731681662556
parameter_19,2018-10-29 14:26:54,53.98467172517284,50.87830397635988
