Point ID,Date/Time,Max,Min
parameter_0,2019-07-16 09:43:51,69.7684835525898,59.74894763319669
parameter_1,2019-07-16 09:44:00,68.05201889781142,70.91881117554813
parameter_2,2019-07-16 09:44:11,73.75543075861056,68.52781586565963
parameter_3,2019-07-16 09:42:20,65.83389684897612,66.5044778707673
parameter_4,2019-07-16 09:42:28,69.24229194910396,71.5929478220753
parameter_5,2019-07-16 09:42:38,68.95709718418104,64.3339025602828
parameter_6,2019-07-16 09:44:26,71.95161625478667,73.92086946591964
parameter_7,2019-07-16 09:42:53,64.78197880095536,71.36218106359645
parameter_8,2019-07-16 09:44:34,64.21878187371232,65.23567527984859
parameter_9,2019-07-16 09:44:44,71.73064527104323,65.87695538513056
parameter_10,2019-07-16 09:44:55,73.39076234220293,74.81990347155515
parameter_11,2019-07-16 09:43:04,77.99268080406095,77.03000172676356
parameter_12,2019-07-16 09:43:13,66.63005937484897,68.25773843367068
parameter_13,2019-07-16 09:43:22,65.89318470146893,70.00848726863008
parameter_14,2019-07-16 09:45:13,64.86966837446529,61.64992537196493
parameter_15,2019-07-16 09:43:32,52.6178928572451,53.08829043539149
parameter_16,2019-07-16 09:45:26,68.19631325141121,60.58869504075257
parameter_17,2019-07-16 09:45:39,60.607824974253056,53.794309149102915
parameter_18,2019-07-16 09:46:22,57.49574260142781,56.014521288207085
parameter_19,2019-07-16 09:43:41,66.43266353345898,71.50273365818771
